"","Yr","TOT","SUMM","SSB","std","F","Catch","SSB_unfished","model"
"301",2015,76389.3,76389.3,26599.3,2605.585,0.241989,9209.56,79434.5,"scenario_7"
"302",2016,90073.2,90073.2,29186.9,3003.83,0.34482,13231.8,79434.5,"scenario_7"
"303",2017,87855.5,87855.5,27883.05,2613.985,0.42934,15170.3,79434.5,"scenario_7"
"304",2018,82311,82311,26647.15,2422.695,0.637259,20414.3,79434.5,"scenario_7"
"305",2019,71154.5,71154.5,23086.6,2312.95,0.69228,19186.9,79434.5,"scenario_7"
"306",2020,62434.2,62434.2,19555.8,2246.14,0.593951,14249.9,79434.5,"scenario_7"
"307",2021,60472.2,60472.2,17834,2164.25,0.651058,13966.1,79434.5,"scenario_7"
"308",2022,58732.7,58732.7,17534.35,2177.905,0.571835,11852,79434.5,"scenario_7"
"309",2023,55767.9,55767.9,18301.65,2636.15,0.32731,7311.63,79434.5,"scenario_7"
"310",2024,54611.8,54611.8,19187.8,3419.745,0.141283,3655.2,79434.5,"scenario_7"
"311",2025,61611,61611,21137.95,13912.05,0.200104,5894.46,79434.5,"scenario_7"
"312",2026,67903.2,67903.2,22632.45,26139.45,0.304714,9399.29,79434.5,"scenario_7"
"313",2027,72152.8,72152.8,23918.1,26136.55,0.358146,11328.8,79434.5,"scenario_7"
"314",2028,75268.5,75268.5,25064.25,25167.4,0.405535,13227.5,79434.5,"scenario_7"
"315",2029,76843,76843,25692.05,23535.85,0.431318,14378.8,79434.5,"scenario_7"
"316",2030,77346.5,77346.5,25904.8,22295.85,0.43996,14805.5,79434.5,"scenario_7"
"317",2031,77397.2,77397.2,25931.6,21735.8,0.440988,14872,79434.5,"scenario_7"
"318",2032,77346.4,77346.4,25913.3,21616.9,0.440204,14842.7,79434.5,"scenario_7"
"319",2033,77311.3,77311.3,25899.45,21645.1,0.439629,14816.4,79434.5,"scenario_7"
"320",2034,77299,77299,25894.3,21686.3,0.439421,14805.9,79434.5,"scenario_7"
"321",2035,77297.3,77297.3,25893.5,21707.3,0.439389,14803.9,79434.5,"scenario_7"
"322",2036,77298.1,77298.1,25893.75,21712.9,0.439401,14804.3,79434.5,"scenario_7"
